STARTED,IQ17_01,IQ17_02,IQ18,IQ18_04,IQ19,IQ19_06,IQ20,IQ20_06,IQ21,IQ21_01,IQ21_02,IQ21_03,IQ21_04,IQ21_05,IQ21_06,VG03,VG03_05,VG02,VG02_03,IN04,IN04_01,IN04_02,IN04_03,IN08,IN08_01,IN08_02,IN08_03,GI01_01,GI01_02,GI01_04,GI01_06,GI01_09,GI01_10,GC02_01,GC02_02,GC02_03,GC02_04,GC02_08,GC02_05,GC02_09,AT01_01,AT01_02,AT01_03,AT01_04,AT01_05,CN01_02,CN01_03,CN01_04,IC01_06,IC01_07,IC01_05,IC01_08,IC01_09,IC03_01,IC03_02,IC03_03,FI01_01,FI01_02,FI01_03,FI02_01,FI03_01,PI14,PI14_03,PI15,PI16,PI16_03,PI17,PI17_12,PI19,PI20,PI20_04,V107,V107_04,V109,V109_06,V110,V111,V111_05,V112_01,V106,V113,V113_07,V114,V115_01,V115_01a,V116,V202,V205,V205_04,V207,V207_06,V208,V209,V209_05,V210_01,V204,V211,V211_07,V212,V213_01,V213_01a,V214,V309,V301,V301_04,V304,V304_06,V305,V306,V306_05,V307_01,V302,V312,V312_07,V313,V314_01,V314_01a,V315,EQ02,EQ06,EQ07,EQ08,EQ09_01,EQ09_02,EQ09_03,EQ09_04,EQ09_05,EQ09_06,EQ10_01,EQ10_05,EQ10_06,EQ10_07,EQ10_08,EQ10_09,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME023,TIME024,TIME025,TIME026,TIME027,TIME028,TIME029,TIME030,TIME031,TIME032,TIME033,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,income,origin,PI21,check1,check2,check3,3checks,car_type,trial_name,charging 
2022-04-07 19:08:37,4,2,1,,2,,1,,1,1,1,1,2,1,1,,,,,1,1,2,1,1,1,1,2,5,4,4,4,5,4,4,3,3,3,-1,3,4,3,4,4,3,4,4,4,5,4,3,5,3,4,3,3,4,5,3,4,How long it takes to charge.,Overuse,2,,3,2,,10,,2,1,,1,,2,,1,1,,20000,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2,1,2,2,1,2,3,4,4,4,1,4,22,11,147,38,,23,5,12,45,27,88,26,21,77,43,18,21,17,35,59,44,75,,,,,,,,6,20,34,42,822,,2022-04-07 19:24:34,1,0,33,33,0,0,0.75,2,2,prolific,1,1.0,1.0,1.0,3.0,ICEV,,uc
2022-04-07 20:24:55,2,2,1,,1,,1,,1,2,1,1,1,1,1,,,,,2,2,2,1,1,1,1,2,4,2,2,4,2,3,4,4,3,3,-1,3,3,4,4,-1,1,-1,3,4,3,3,3,5,1,4,3,3,4,4,4,3,Saving of fuel,Price of energy,1,,2,1,,8,,2,2,,1,,3,,1,1,,10000,2,,,,,,1,1,1,,1,,1,1,,5000,1,,,,,,1,,,,,,,,,,,,,,,,,,4,1,5,1,1,1,1,1,1,2,2,3,2,2,3,7,3,11,27,,15,3,5,9,5,2,7,18,29,44,22,25,19,50,39,27,52,,7,25,,,,,4,18,27,20,520,,2022-04-07 20:33:36,1,0,33,33,0,0,1.45,42,3,prolific,1,1.0,1.0,0.0,2.0,Hybrid,,no_charger
2022-04-07 20:47:00,4,2,1,,4,,2,,1,1,1,1,2,1,1,3,,4,,2,2,2,1,1,1,1,2,3,3,5,-1,3,4,4,3,3,4,-1,4,4,4,2,-1,3,-1,4,3,4,4,3,5,3,-1,2,4,4,4,3,3,I think the most attractive thing about V2G would be that I could use some of the energy from the car into my personal electricity which would help to reduce my electricity bills. ,Not understanding it completely as well as thinking that the car's energy could be reduced after charging. ,1,,2,1,,9,,2,2,,1,,2,,2,1,,5600,2,,,,,,1,1,1,,4,,2,1,,,1,,,,,,-1,,,,,,,,,,,,,,,,,,3,1,3,-1,-1,-1,-1,-1,-1,3,3,3,4,1,3,4,5,12,83,13,64,4,39,18,12,12,8,13,120,51,11,27,31,36,263,36,107,,8,27,,,,,3,23,41,39,1110,,2022-04-07 21:05:30,1,0,33,33,1,1,0.97,9,4,prolific,2,1.0,1.0,1.0,3.0,Hybrid,,sc
2022-04-07 23:03:30,4,1,1,,2,,1,,1,2,1,1,1,1,1,,,,,3,2,2,2,1,1,1,2,4,5,2,5,2,4,5,5,4,4,-1,5,4,4,4,2,2,-1,1,2,3,4,3,5,3,3,1,4,4,5,5,5,"The potential of getting a rebate on my energy bills

To know that during peak times it is helping to control electricity & to provent outages","If there was little cost saving for us as a household, and if the V2G costs more to purchase than a Unmanaged charger, we would instead simply opt for the Unmanaged charger.",2,,2,1,,3,,2,2,,2,,1,,1,1,,8000,2,,,,,,1,1,3,,3,,1,1,,30000,3,4,,2,,2,1,,,,,,,,,,,,,,,,,,3,1,5,2,2,2,2,2,2,5,5,4,4,1,2,6,3,18,25,,16,2,6,28,12,19,10,8,46,35,13,33,19,53,162,29,42,,4,37,24,,,,4,17,42,34,747,,2022-04-07 23:15:57,1,0,33,33,0,0,1.17,12,6,prolific,2,1.0,1.0,1.0,3.0,Hybrid,,uc
2022-04-08 09:01:23,2,1,1,,2,,4,,1,2,1,1,1,1,1,,,,,2,2,2,1,3,2,2,2,5,2,5,4,2,4,2,3,4,4,-1,5,4,4,4,-1,2,4,5,4,4,2,1,5,4,5,3,4,4,5,4,3,I suppose that you can have buy back.  ,The idea of it being managed.  It you go to drive your care and it's not where you need it to be that's frustrating. ,1,,2,2,,10,,2,1,,2,,3,,2,2,,12000,4,3,,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,-1,-1,1,1,1,-1,2,4,4,5,1,4,8,1,9,15,,15,4,9,17,24,16,82,12,55,34,18,25,13,29,69,30,57,28,,,,,,,4,12,48,30,595,,2022-04-08 09:12:30,1,0,33,33,0,0,1.18,17,6,prolific,1,1.0,1.0,1.0,3.0,BEV,,uc
2022-04-08 09:11:39,3,1,1,,3,,1,,1,2,1,1,1,1,1,4,,4,,2,2,2,1,3,2,2,2,5,5,2,5,1,2,5,5,3,3,-1,5,4,5,5,3,4,4,2,2,2,5,4,5,5,4,1,4,5,5,5,5,The ability to power the house when needed to stop pull from the grid,living in a house with no drive!,1,,3,1,,9,,2,2,,3,,1,,1,1,,12000,4,1,,1,,2,1,1,1,,4,,2,1,,8000,3,1,,2,,2,1,,,,,,,,,,,,,,,,,,5,1,1,-1,1,1,1,1,1,4,5,4,4,1,2,5,4,8,18,7,15,2,13,15,13,16,8,13,34,24,9,19,12,24,36,27,44,11,9,25,8,,,,5,9,27,30,490,,2022-04-08 09:19:50,1,0,33,33,0,0,1.48,25,6,prolific,1,1.0,1.0,1.0,3.0,BEV,,uc
2022-04-08 10:22:41,2,2,1,,2,,2,,-1,1,1,1,1,1,1,,,,,2,2,2,1,1,1,1,2,5,4,5,4,4,2,4,4,4,4,-1,3,4,4,4,5,4,4,4,3,4,5,4,5,4,5,4,5,5,4,5,5,"Bidirectional power transfer, wider impact of using this technology ",No particular barrier ,2,,2,1,,3,,2,1,,2,,2,,3,1,,3000,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,1,1,1,1,5,4,4,4,1,2,4,2,7,15,,14,2,8,108,15,13,15,44,26,17,39,8,10,18,46,24,42,,,,,,,,2,12,15,16,522,,2022-04-08 10:31:23,1,0,33,33,0,0,1.62,36,6,prolific,1,1.0,1.0,1.0,3.0,Hybrid,,uc
2022-04-08 10:47:36,3,3,1,,1,,1,,1,2,1,1,1,1,1,,,,,1,2,1,1,1,1,1,2,4,4,3,4,2,4,1,5,5,4,-1,3,3,4,4,2,3,-1,4,4,4,5,3,5,-1,5,3,4,5,5,5,3,The overall benefit to the whole grid system.,The potential for the battery not to be charged when I need it.,2,,3,1,,9,,2,2,,1,,3,,1,1,,45000,4,3,,2,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,-1,-1,2,2,-1,2,3,-1,-1,4,1,3,12,8,13,37,,22,6,21,42,20,26,14,30,73,46,13,33,19,60,76,42,80,15,12,,,,,,6,23,44,52,845,,2022-04-08 11:01:41,1,0,33,33,0,0,0.79,1,5,prolific,2,1.0,1.0,1.0,3.0,BEV,,no_charger
2022-04-08 11:03:40,3,2,1,,2,,1,,1,1,2,1,1,1,1,,,,,3,2,2,2,1,1,1,2,2,5,4,3,3,3,5,5,5,4,-1,4,4,3,4,4,3,4,4,5,3,4,5,5,5,5,4,4,5,5,4,4,Knowing it is more economical and helping restoring electricity so prevent disruption.,Not having enough charge to be able to use my car in certain situations i.e. an emergency. ,3,suburban ,2,1,,10,,2,2,,1,,3,,2,1,,12000,1,,,,,,1,1,2,,2,,5,1,,11000,2,,,,,,1,,,,,,,,,,,,,,,,,,3,1,1,1,-1,-1,2,2,2,4,4,3,4,1,3,127,14,19,20,,17,5,11,52,23,25,14,23,75,31,27,25,10,25,94,53,56,,3,41,,,,,3,9,25,27,735,,2022-04-08 11:17:55,1,0,33,33,0,0,1.0,8,5,prolific,1,1.0,1.0,1.0,3.0,ICEV,,uc
2022-04-08 11:26:52,3,1,1,,2,,2,,1,2,1,1,1,1,1,,,,,3,2,2,2,1,1,1,2,4,5,3,5,2,2,3,4,4,3,-1,3,4,4,3,4,2,4,2,3,2,4,3,5,4,4,4,5,5,5,5,5,Being able to give back to the grid and make power available to all.,If the initial set up is costly,1,,3,1,,9,,2,1,,1,,3,,4,2,,,3,1,,1,,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1,2,2,2,2,2,2,4,4,4,4,1,2,9,5,19,22,,20,4,8,22,13,16,7,11,34,29,17,17,11,42,64,29,44,16,,,,,,,4,14,16,27,520,,2022-04-08 11:35:32,1,0,33,33,1,1,1.25,14,5,prolific,1,1.0,1.0,1.0,3.0,Hybrid,,uc
2022-04-08 13:29:50,2,2,1,,1,,1,,1,2,1,1,1,1,1,,,,,3,2,2,2,3,2,2,2,4,2,4,-1,3,2,3,5,4,4,-1,4,4,4,-1,4,-1,-1,-1,4,-1,4,4,5,4,4,2,4,4,5,4,3,Ease of it controlling itself and management on its own,Not knowing if it will be charged up enough,1,,2,1,,9,,2,2,,1,,2,,2,1,,5000,1,,,,,,1,1,1,,5,,1,1,,10000,1,,,,,,1,,,,,,,,,,,,,,,,,,2,1,5,-1,-1,1,2,-1,2,3,2,3,5,1,4,1,1,11,34,,39,4,17,78,12,9,9,17,69,32,24,24,24,30,87,28,57,,8,46,,,,,5,26,58,52,802,,2022-04-08 13:43:12,1,0,33,33,0,0,1.11,27,3,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-04-08 14:42:38,3,2,1,,2,,1,,2,2,2,1,1,1,1,,,,,2,2,2,1,1,1,1,2,4,5,4,4,2,2,4,4,4,2,-1,4,4,4,4,-1,4,4,2,2,4,4,4,5,4,4,4,5,5,4,4,4,able to reduce costs,the initial cost of installing,1,,1,1,,3,,2,1,,2,,2,,1,1,,4000,3,1,,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,-1,-1,1,1,1,1,2,2,4,4,1,4,6,2,12,16,,34,2,15,8,12,5,6,12,47,294,29,18,16,33,349,48,49,12,,,,,,,4,11,24,26,830,,2022-04-08 15:00:48,1,0,33,33,0,0,1.37,27,6,prolific,1,1.0,1.0,1.0,3.0,Hybrid,,uc
2022-04-08 15:09:40,4,4,1,,1,,2,,1,2,1,1,1,1,1,,,,,3,2,2,2,3,2,2,2,5,4,3,4,4,3,4,5,4,4,-1,4,5,4,4,3,3,-1,4,3,4,3,4,5,4,5,3,4,4,4,4,4,Being in control how and when my vehicle will be charged,Cost,1,,3,2,,9,,2,1,,2,,4,,2,2,,5000,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,4,5,5,13,20,,15,3,8,18,15,13,7,18,41,32,80,27,15,65,73,25,50,,,,,,,,4,15,26,55,648,,2022-04-08 15:20:28,1,0,33,33,0,0,1.16,12,6,prolific,1,1.0,1.0,1.0,3.0,Hybrid,,no_charger
2022-04-08 15:24:47,2,1,1,,1,,1,,1,2,1,1,1,1,1,,,,,2,1,2,2,1,1,1,2,4,4,2,4,2,2,1,3,5,3,-1,3,5,-1,2,-1,4,5,4,4,-1,3,4,5,1,4,4,5,5,3,4,4,Saving energy and possibly making some money,Mostly issues over whether my car woudl be useable at the times I need it. The ability to override and charge if required ,1,,3,1,,11,,2,2,,1,,4,,2,2,,4000,2,,,,,,1,1,1,,2,,5,2,,,1,,,,,,-1,,,,,,,,,,,,,,,,,,5,4,5,-1,-1,1,1,1,1,4,4,4,-1,1,4,5,2,11,18,,12,4,9,22,13,20,17,14,41,30,10,37,15,27,69,28,57,,7,44,,,,,4,23,43,31,613,,2022-04-08 15:35:00,1,0,33,33,1,1,1.19,12,6,prolific,1,1.0,1.0,1.0,3.0,Hybrid,,no_charger
2022-04-08 15:36:34,4,1,1,,4,,1,,1,2,1,1,1,1,1,2,,-1,,2,2,2,1,2,2,2,1,4,5,2,5,2,2,5,5,5,4,-1,5,4,5,-1,5,4,4,2,2,2,5,5,5,5,4,1,1,5,5,5,5,It can manage the speed of charge ,Energy costs ,2,,1,1,,9,,3,3,,1,,4,,1,1,,20000,5,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,-1,-1,-1,1,-1,1,2,2,2,2,1,4,6,9,15,27,8,19,4,10,7,3,5,5,40,33,18,23,15,7,30,37,40,37,,5,,,,,,2,13,19,17,454,,2022-04-08 15:44:09,1,0,33,33,0,0,1.57,42,6,prolific,1,1.0,1.0,1.0,3.0,,,sc
2022-04-08 20:15:54,3,3,1,,1,,1,,2,2,2,1,1,1,1,,,,,3,2,2,2,1,1,1,2,4,4,2,4,2,2,4,4,5,4,-1,5,5,5,4,4,4,3,2,2,2,5,4,5,4,5,4,4,5,3,4,5,"So you can manage the time, rate and direction of charging",None,1,,2,1,,10,,2,2,,1,,4,,2,1,,50000,5,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,-1,-1,2,2,-1,2,4,4,2,4,1,4,9,3,21,47,,27,2,59,30,27,20,35,17,54,44,19,29,12,31,68,45,78,,6,,,,,,2,15,40,64,804,,2022-04-08 20:29:18,1,0,33,33,0,0,0.95,7,5,prolific,2,1.0,1.0,1.0,3.0,,,no_charger
2022-04-08 21:24:30,3,1,1,,1,,1,,1,2,1,1,1,1,1,,,,,3,2,2,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4,-1,4,3,4,3,4,3,4,4,4,4,4,4,5,3,4,3,4,4,3,4,4,More efficient. ,Making the switch,2,,3,1,,9,,2,2,,1,,1,,1,2,,5000,5,,,,,,1,1,1,,5,,1,2,,5000,5,,,,,,1,,,,,,,,,,,,,,,,,,3,4,1,2,2,2,2,2,2,4,4,2,4,1,4,10,3,14,28,,19,2,9,27,9,17,14,18,55,35,15,26,40,68,51,30,78,,6,31,,,,,2,16,18,41,682,,2022-04-08 21:35:52,1,0,33,33,0,0,1.16,12,6,prolific,2,1.0,1.0,1.0,3.0,,,no_charger
2022-04-08 23:10:59,2,1,1,,2,,4,,1,2,1,1,1,1,1,,,,,1,1,2,1,1,1,2,1,4,2,3,4,2,4,2,5,4,4,-1,5,2,4,4,3,4,3,4,4,4,3,2,5,3,4,4,4,4,4,4,4,Being able to charge my vehicle at home ,The cost of charging it ,1,,1,1,,3,,2,2,,1,,2,,1,1,,,1,,,,,,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,-1,-1,1,1,-1,1,1,3,1,2,1,4,12,3,100,33,,15,2,3,13,90,3,8,9,32,34,11,77,41,34,37,32,42,,5,,,,,,3,13,61,23,649,,2022-04-08 23:23:15,1,0,33,33,1,1,1.32,35,3,prolific,2,1.0,1.0,1.0,3.0,ICEV,,uc
2022-04-09 08:32:08,1,1,1,,1,,2,,1,1,1,2,1,1,1,,,,,2,2,2,1,1,1,1,2,2,4,2,4,4,2,5,2,5,5,-1,5,4,5,4,4,3,4,2,2,3,5,4,5,4,5,4,5,5,3,5,4,Manage the time and the rate of the charging,Potentially expensive to set up,2,,1,1,,12,Chartered Accountant,2,2,,2,,3,,2,1,,,5,,,,,,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,-1,-1,1,1,1,1,4,4,3,5,1,3,13,3,8,14,,11,5,19,32,24,16,8,45,41,78,15,16,36,53,46,35,23,,4,,,,,,3,15,21,21,605,,2022-04-09 08:42:16,1,0,33,33,1,1,1.22,18,6,prolific,1,1.0,1.0,1.0,3.0,,,no_charger
2022-04-09 09:08:18,2,2,4,Electric vehicles charging technologies Ncl,2,,1,,1,2,1,1,1,1,1,,,,,2,2,2,1,3,2,2,2,4,5,2,5,2,2,3,5,5,3,-1,3,5,4,5,-1,2,4,2,4,4,4,5,5,4,5,1,4,5,5,5,5,It still does the same as smart charging but has the added bonus of switching the direction of charging when expensive so could save money,If it changes direction I.e in a peak time and I have a long journey to make shortly after it would worry me if I haven't got enough charge ,1,,2,1,,9,,2,2,,1,,5,,1,1,,5000,5,,,,,,1,1,1,,2,,5,1,,8000,5,,,,,,1,,,,,,,,,,,,,,,,,,3,1,1,-1,-1,2,2,-1,-1,2,4,2,4,1,4,10,8,22,110,,30,7,29,62,44,25,22,47,115,87,68,110,35,111,254,65,138,,6,56,,,,,7,21,65,73,1627,,2022-04-09 09:35:27,1,0,33,33,0,0,0.52,0,5,prolific,1,1.0,1.0,1.0,3.0,,electric vehicles charging technologies ncl,uc
2022-04-09 11:46:34,2,1,1,,4,,2,,3,2,2,1,2,1,1,2,,-1,,2,2,2,1,3,2,2,2,2,5,4,-1,4,4,3,5,5,4,-1,4,5,4,4,-1,2,4,4,3,4,5,5,5,5,5,2,4,4,3,5,5,Storing energy for use at more favourable tims either for my own house or for others,We already have a Smart charger and the cotst of installing one makes it less practical,2,,5,2,,9,,2,2,,4,PCP,2,,5,1,,2000,4,1,,2,64,1,1,1,1,,5,,3,1,,6000,1,,,,,,1,,,,,,,,,,,,,,,,,,3,3,5,-1,-1,1,1,1,1,4,2,4,4,1,3,6,6,47,27,27,45,2,8,15,10,11,12,15,74,50,11,22,17,39,115,30,103,163,5,39,,,,,4,19,53,38,874,,2022-04-09 12:03:27,1,0,33,33,0,0,1.02,10,5,prolific,1,1.0,1.0,1.0,3.0,BEV,,sc
2022-04-09 14:01:08,1,1,1,,5,,2,,1,2,1,1,1,1,1,2,,-1,,2,2,2,1,1,1,1,2,3,4,4,5,4,4,3,3,4,5,-1,5,5,4,-1,-1,4,3,4,4,5,4,4,5,1,5,3,3,4,5,4,4,"The fact that there's give and take with the energy, it makes me feel like I'm doing my bit for the environment.",A lack of control - what happens if there's an emergency and the battery's low?,1,,2,1,,10,,3,3,,1,,3,,2,2,,,1,,,,,,-1,1,1,,3,,5,2,,,1,,,,,,-1,1,2,,4,,5,1,,,3,1,,1,,2,-1,,4,5,5,-1,-1,2,2,2,1,2,4,3,4,1,4,7,8,7,27,16,21,10,17,45,25,29,16,13,49,36,16,31,14,49,136,40,61,,7,29,,3,26,17,4,18,52,44,856,,2022-04-09 14:15:42,1,0,33,33,3,2,0.92,4,6,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-04-09 14:38:34,4,3,1,,4,,1,,1,2,1,1,1,1,1,2,,4,,2,2,2,1,1,1,1,2,4,4,4,4,2,2,3,4,4,4,-1,3,2,3,3,-1,2,4,4,4,3,3,3,5,3,3,3,3,4,3,3,4,Managing time of charging ,Worried it won't be charged when needed ,1,,1,1,,3,,3,4,6,1,,4,,1,2,,5000,1,,,,,,1,1,2,,3,,5,1,,25000,4,1,,1,7,1,1,2,,,,,,,,,,,,,,,,,3,4,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,4,3,6,13,23,10,16,3,11,19,21,27,6,9,57,30,31,27,11,18,52,45,61,,5,77,25,4,,,5,20,35,33,703,,2022-04-09 14:50:17,1,0,33,33,0,0,1.16,12,6,prolific,1,1.0,1.0,1.0,3.0,ICEV,,sc
2022-04-09 19:08:38,2,1,1,,2,,4,,-2,1,1,1,1,1,1,,,,,1,1,2,1,1,1,1,2,4,4,2,4,2,4,3,4,4,4,-1,2,3,5,4,4,4,4,4,4,4,5,5,5,4,5,3,4,5,2,4,3,direction of charging,unfamiliar with this new technology,1,,2,1,,10,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,1,-1,-1,1,1,1,4,5,4,4,1,4,8,4,13,31,,20,5,189,26,32,83,10,14,45,28,32,14,11,21,64,29,,,,,,,,,4,37,31,26,601,,2022-04-09 19:21:37,1,0,33,33,0,0,1.0,8,-1,prolific,2,1.0,1.0,1.0,3.0,,,uc
2022-04-09 20:48:04,4,4,1,,5,,1,,-1,1,1,1,1,1,1,1,,-1,,2,2,2,1,1,1,1,2,4,4,3,4,2,2,4,5,5,4,-1,4,3,4,4,3,3,4,3,3,4,4,4,5,3,4,3,4,4,3,4,4,"It means that you can control the rate and time of your charging but by also controlling the direction, it means the supply remains stable",I wonder whether it would be more expensive than other forms of charging,1,,4,1,,2,,2,2,,1,,6,I have only just bought the car so can't answer the question below so have clicked I don't know,5,1,,7000,4,1,,4,24,1,1,1,1,,4,,2,1,,5000,1,,,,,,1,,,,,,,,,,,,,,,,,,2,4,1,-1,-1,-1,2,-1,2,3,4,4,3,1,3,6,5,11,147,85,18,4,11,33,30,64,58,26,47,31,11,23,15,33,91,31,92,50,4,31,,,,,7,20,26,30,843,,2022-04-09 21:05:25,1,0,33,33,0,0,0.9,4,3,prolific,1,1.0,1.0,1.0,3.0,BEV,,no_charger
2022-04-09 22:39:30,2,1,1,,5,,3,,-1,1,1,1,1,1,1,4,,2,,2,2,2,1,1,1,1,2,2,4,2,2,2,4,1,3,5,5,-1,5,5,-1,-1,-1,2,-1,-1,5,4,3,4,5,5,5,2,4,5,3,5,4,Linking to solar energy ,Unreliability of when my car is charged,1,,2,1,,10,,2,2,,1,,4,,2,1,,8000,3,1,,1,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,-1,-1,-1,1,1,-1,2,1,2,2,1,-1,11,5,51,73,16,95,12,170,31,260,13,19,12,174,133,15,33,65,108,84,38,65,24,4,,,,,,11,23,114,46,1308,,2022-04-09 23:07:55,1,0,33,33,0,0,0.66,3,4,prolific,1,1.0,1.0,1.0,3.0,Hybrid,,no_charger
2022-04-10 15:54:38,4,3,1,,2,,1,,-1,1,1,1,1,1,1,,,,,2,2,2,1,2,2,1,2,3,4,2,5,3,3,3,5,5,5,-1,5,4,3,3,4,1,2,5,5,2,3,3,5,5,5,1,3,5,5,3,2,"a more stable power gird, however the thought of potentialy losing charge or waking up with no tenough for the day is concerning.","waking up for work and having limited charge for the day, in turn having to use a super charger and then defeating the object, which i think most people will have to do when more of the population switch to EV.",2,,2,2,,3,,1,1,,2,,1,,5,2,,12000,4,6,,4,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,-1,-1,-1,-1,-1,-1,2,4,5,5,1,3,13,6,11,34,,24,6,16,42,26,41,19,17,75,44,21,34,22,48,164,62,99,35,,,,,,,6,21,40,61,987,,2022-04-10 16:11:06,1,0,33,33,0,0,0.72,0,5,prolific,2,1.0,1.0,1.0,3.0,BEV,,uc
2022-04-10 18:46:16,1,1,1,,1,,1,,1,2,1,1,1,1,1,,,,,2,2,2,1,-1,1,1,1,4,5,2,4,2,4,4,5,5,4,-1,5,4,3,-1,-1,2,-1,3,4,2,-1,-1,5,-1,-1,-1,4,4,4,4,4,unsure,unsure,2,,2,1,,3,,1,1,,2,,2,,1,1,,,5,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,1,1,1,1,1,1,3,5,4,3,1,2,6,2,7,14,,12,2,8,15,12,10,7,10,39,22,10,15,15,18,23,27,31,,,,,,,,3,19,30,33,390,,2022-04-10 18:52:46,1,0,33,33,1,1,1.65,34,1,prolific,1,1.0,1.0,1.0,3.0,,,no_charger
2022-04-10 20:30:19,4,2,1,,1,,1,,1,2,1,1,1,1,1,,,,,2,2,2,1,2,2,2,1,4,3,4,3,4,2,5,5,5,4,-1,4,4,4,4,4,5,4,2,3,4,5,4,5,4,4,4,4,4,5,5,5,Will be charged in time for use,The cost of installing,1,,1,2,,3,,3,2,,1,,4,,2,1,,,1,,,,,,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,1,1,1,1,5,4,3,4,1,4,4,9,16,19,,23,2,11,10,8,11,6,11,36,23,11,14,13,24,30,24,43,,4,,,,,,4,9,19,21,405,,2022-04-10 20:37:05,1,0,33,33,1,1,1.59,31,5,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-04-10 20:54:15,4,4,1,,2,,5,,1,2,1,1,1,1,1,,,,,3,2,2,2,1,1,1,2,2,4,1,1,1,5,4,5,5,5,-1,5,2,4,1,1,4,3,5,5,5,5,5,5,4,4,1,2,4,5,3,3,"Powering my home from the EV is a exciting prospect, especially in developing countries where there are frequest brownouts",I'm concerned that I wont have a fully charged car when I want to start a trip. In addition to it majority of UK homes are not equipped with three phase electric supply. This means that the rate of charging an EV at home is already limited. I do not think there needs to additional restriction for this,1,,3,2,,10,,2,1,,3,,1,,5,1,,25000,3,1,,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,2,1,2,2,1,2,4,4,2,3,1,4,27,10,46,41,,26,6,17,70,38,36,18,17,74,45,18,34,16,46,170,72,64,26,,,,,,,6,16,37,49,1025,,2022-04-10 21:11:20,1,0,33,33,0,0,0.69,0,3,prolific,1,1.0,1.0,1.0,3.0,Hybrid,,uc
2022-04-10 21:08:05,3,2,1,,1,,1,,1,2,1,1,1,1,1,,,,,1,2,1,1,2,2,2,1,4,4,3,5,2,2,3,5,5,4,-1,4,4,4,4,3,4,5,2,2,2,4,4,5,4,5,4,5,5,3,4,4,The fact that you can change the direction of charge.,"I don't feel I would have full control over the charging, which makes me a little uneasy.",2,,2,1,,9,,2,2,,2,,2,,5,1,,10000,3,1,,2,,2,1,1,2,,4,,1,1,,10000,1,,,,,,1,,,,,,,,,,,,,,,,,,4,1,3,-1,-1,-1,-1,-1,-1,4,3,4,5,1,4,5,2,75,35,,12,3,7,15,23,11,7,19,34,26,15,17,10,21,51,23,46,12,8,27,,,,,3,16,28,28,579,,2022-04-10 21:17:44,1,0,33,33,0,0,1.39,23,3,prolific,1,1.0,1.0,1.0,3.0,Hybrid,,no_charger
